Date & Time,Demand,PV,Direct,PV->Storage,Storage->Load,Export,Import,Losses,End SoC,Solar Share (%),Solar Wasted (%)
2020-01-05,11727.8125,10490.0,4065.8125,6391.734223827059,6022.966848718631,32.453276172940804,1639.033151281369,653.8003759317231,714.9669991767055,86.02439157957745,0.3093734620871383
2020-01-12,16136.25,11891.0,5391.75,6495.819231048743,6145.041239499899,3.4307689512568,4599.458760500101,665.74499072555,400.0,71.49611117514851,0.02885181188509629
2020-01-19,16458.75,13634.0,5680.75,7949.051705864279,6821.827769899787,4.19829413572085,3956.1722301002133,776.9292000278963,750.2947359365972,75.96310637138171,0.030792827752096602
2020-01-26,15486.0,11634.0,5033.0,6520.084565616373,5793.664153484259,80.91543438362758,4659.335846515741,647.9833238821277,828.7318241865825,69.91259300971367,0.6955082893555748
2020-02-02,15743.25,16112.0,5960.25,10107.756625686758,8843.95849846981,43.993374313241645,939.0415015301896,997.0890313909573,1095.4409200125724,94.03527542578445,0.2730472586472297
2020-02-09,16755.0,16466.0,6132.25,10224.656145293704,9073.517031695292,109.09385470629582,1549.2329683047087,1015.5053364111706,1231.074697199815,90.75360806741445,0.662540111176338
2020-02-16,15333.75,14902.0,5564.5,8635.732708946114,8560.586122717355,701.7672910538863,1208.663877282644,906.2212834285747,400.0,92.11762369099114,4.709215481505075
2020-02-23,16728.75,13582.0,6441.0,6940.000448050663,5676.839334390742,200.99955194933693,4610.910665609258,663.2126693008337,999.9484443590877,72.43720740874686,1.4798965686153507
2020-03-01,15716.25,13077.0,6109.25,6946.753590175754,6815.67961794411,20.996409824245855,2791.3203820558897,725.1619971226676,405.86041946806506,82.23927220516416,0.1605598365393122
2020-03-08,16091.25,18479.0,6376.25,10576.099112387845,8651.022749060534,1526.6508876121547,1063.9772509394652,1010.6864358656215,1320.250346929755,93.38785208769073,8.261544929986226
2020-03-15,17846.37178030303,13253.0,6410.5,6144.2855495864105,6402.883128785218,698.2144504135897,5032.988651517812,661.6527677309472,400.0,71.79825281308607,5.268350187984529
2020-03-22,18604.5,19676.0,7980.5,11386.90350646589,9411.063541308053,308.59649353411027,1212.9364586919482,1093.4067904286744,1282.4331747291635,93.48041356289097,1.5683903920212963
