DATE-TIME,MW
"Friday, January 01, 2021",204.89
"Friday, January 01, 2021",191.17
"Friday, January 01, 2021",182.21
"Friday, January 01, 2021",171.64
"Friday, January 01, 2021",168.28
"Friday, January 01, 2021",179.41
"Friday, January 01, 2021",197.96
"Friday, January 01, 2021",163.24
"Friday, January 01, 2021",158.27
"Friday, January 01, 2021",157.01
"Friday, January 01, 2021",164.15
"Friday, January 01, 2021",164.99
"Friday, January 01, 2021",166.74
"Friday, January 01, 2021",175.07
"Friday, January 01, 2021",167.65
"Friday, January 01, 2021",166.74
"Friday, January 01, 2021",173.18
"Friday, January 01, 2021",173.67
"Friday, January 01, 2021",237.16
"Friday, January 01, 2021",232.33
"Friday, January 01, 2021",227.01
"Friday, January 01, 2021",224.07
"Friday, January 01, 2021",218.05
"Friday, January 01, 2021",209.16
"Saturday, January 02, 2021",198.59
"Saturday, January 02, 2021",186.13
"Saturday, January 02, 2021",173.88
"Saturday, January 02, 2021",164.08
"Saturday, January 02, 2021",160.79
"Saturday, January 02, 2021",169.47
"Saturday, January 02, 2021",190.54
"Saturday, January 02, 2021",155.26
"Saturday, January 02, 2021",153.09
"Saturday, January 02, 2021",159.18
"Saturday, January 02, 2021",163.24
"Saturday, January 02, 2021",166.39
"Saturday, January 02, 2021",166.32
"Saturday, January 02, 2021",172.76
"Saturday, January 02, 2021",169.19
"Saturday, January 02, 2021",166.6
"Saturday, January 02, 2021",173.88
"Saturday, January 02, 2021",168.63
"Saturday, January 02, 2021",232.96
"Saturday, January 02, 2021",228.55
"Saturday, January 02, 2021",224.14
"Saturday, January 02, 2021",219.87
"Saturday, January 02, 2021",213.71
"Saturday, January 02, 2021",204.89
"Sunday, January 03, 2021",188.37
"Sunday, January 03, 2021",177.38
"Sunday, January 03, 2021",168.28
"Sunday, January 03, 2021",161.28
"Sunday, January 03, 2021",157.57
"Sunday, January 03, 2021",167.16
"Sunday, January 03, 2021",186.13
"Sunday, January 03, 2021",150.64
"Sunday, January 03, 2021",149.87
"Sunday, January 03, 2021",153.16
"Sunday, January 03, 2021",160.37
"Sunday, January 03, 2021",161.07
"Sunday, January 03, 2021",163.17
"Sunday, January 03, 2021",180.32
"Sunday, January 03, 2021",166.95
"Sunday, January 03, 2021",165.9
"Sunday, January 03, 2021",174.3
"Sunday, January 03, 2021",174.58
"Sunday, January 03, 2021",242.2
"Sunday, January 03, 2021",236.95
"Sunday, January 03, 2021",234.57
"Sunday, January 03, 2021",230.79
"Sunday, January 03, 2021",223.16
"Sunday, January 03, 2021",216.65
"Monday, January 04, 2021",205.8
"Monday, January 04, 2021",188.37
"Monday, January 04, 2021",177.73
"Monday, January 04, 2021",170.87
"Monday, January 04, 2021",168
"Monday, January 04, 2021",173.67
"Monday, January 04, 2021",192.85
"Monday, January 04, 2021",166.74
"Monday, January 04, 2021",157.57
"Monday, January 04, 2021",161.77
"Monday, January 04, 2021",165.9
"Monday, January 04, 2021",168.63
"Monday, January 04, 2021",165.27
"Monday, January 04, 2021",177.03
"Monday, January 04, 2021",170.8
"Monday, January 04, 2021",169.61
"Monday, January 04, 2021",176.89
"Monday, January 04, 2021",173.81
"Monday, January 04, 2021",241.71
"Monday, January 04, 2021",233.73
"Monday, January 04, 2021",225.75
"Monday, January 04, 2021",216.09
"Monday, January 04, 2021",212.1
"Monday, January 04, 2021",204.75
"Tuesday, January 05, 2021",197.47
"Tuesday, January 05, 2021",185.29
"Tuesday, January 05, 2021",176.89
"Tuesday, January 05, 2021",168.42
"Tuesday, January 05, 2021",165.2
"Tuesday, January 05, 2021",168.42
"Tuesday, January 05, 2021",174.79
"Tuesday, January 05, 2021",141.26
"Tuesday, January 05, 2021",142.17
"Tuesday, January 05, 2021",145.32
"Tuesday, January 05, 2021",149.66
"Tuesday, January 05, 2021",161.7
"Tuesday, January 05, 2021",172.69
"Tuesday, January 05, 2021",174.86
"Tuesday, January 05, 2021",162.61
"Tuesday, January 05, 2021",161.56
"Tuesday, January 05, 2021",162.82
"Tuesday, January 05, 2021",158.9
"Tuesday, January 05, 2021",215.32
"Tuesday, January 05, 2021",211.4
"Tuesday, January 05, 2021",206.57
"Tuesday, January 05, 2021",200.69
"Tuesday, January 05, 2021",194.81
"Tuesday, January 05, 2021",187.74
"Wednesday, January 06, 2021",176.61
"Wednesday, January 06, 2021",166.95
"Wednesday, January 06, 2021",160.16
"Wednesday, January 06, 2021",153.09
"Wednesday, January 06, 2021",148.82
"Wednesday, January 06, 2021",151.27
"Wednesday, January 06, 2021",160.3
"Wednesday, January 06, 2021",132.44
"Wednesday, January 06, 2021",138.67
"Wednesday, January 06, 2021",145.46
"Wednesday, January 06, 2021",149.38
"Wednesday, January 06, 2021",154.07
"Wednesday, January 06, 2021",153.79
"Wednesday, January 06, 2021",161.42
"Wednesday, January 06, 2021",160.65
"Wednesday, January 06, 2021",163.66
"Wednesday, January 06, 2021",173.88
"Wednesday, January 06, 2021",164.08
"Wednesday, January 06, 2021",219.8
"Wednesday, January 06, 2021",216.86
"Wednesday, January 06, 2021",210.21
"Wednesday, January 06, 2021",203.56
"Wednesday, January 06, 2021",199.15
"Wednesday, January 06, 2021",190.33
"Thursday, January 07, 2021",181.51
"Thursday, January 07, 2021",170.24
"Thursday, January 07, 2021",156.1
"Thursday, January 07, 2021",154.91
"Thursday, January 07, 2021",151.06
"Thursday, January 07, 2021",156.31
"Thursday, January 07, 2021",171.85
"Thursday, January 07, 2021",142.1
"Thursday, January 07, 2021",147
"Thursday, January 07, 2021",152.25
"Thursday, January 07, 2021",158.9
"Thursday, January 07, 2021",157.92
"Thursday, January 07, 2021",158.06
"Thursday, January 07, 2021",164.78
"Thursday, January 07, 2021",160.72
"Thursday, January 07, 2021",161.91
"Thursday, January 07, 2021",167.58
"Thursday, January 07, 2021",162.89
"Thursday, January 07, 2021",224.63
"Thursday, January 07, 2021",218.33
"Thursday, January 07, 2021",215.46
"Thursday, January 07, 2021",205.87
"Thursday, January 07, 2021",200.27
"Thursday, January 07, 2021",193.9
"Friday, January 08, 2021",180.32
"Friday, January 08, 2021",170.38
"Friday, January 08, 2021",163.1
"Friday, January 08, 2021",156.03
"Friday, January 08, 2021",150.64
"Friday, January 08, 2021",156.45
"Friday, January 08, 2021",168.77
"Friday, January 08, 2021",140
"Friday, January 08, 2021",142.94
"Friday, January 08, 2021",148.61
"Friday, January 08, 2021",153.51
"Friday, January 08, 2021",160.51
"Friday, January 08, 2021",163.38
"Friday, January 08, 2021",155.96
"Friday, January 08, 2021",156.87
"Friday, January 08, 2021",159.46
"Friday, January 08, 2021",159.11
"Friday, January 08, 2021",154.84
"Friday, January 08, 2021",234.43
"Friday, January 08, 2021",231.98
"Friday, January 08, 2021",223.16
"Friday, January 08, 2021",216.72
"Friday, January 08, 2021",211.33
"Friday, January 08, 2021",216.09
"Saturday, January 09, 2021",191.8
"Saturday, January 09, 2021",180.39
"Saturday, January 09, 2021",172.13
"Saturday, January 09, 2021",162.26
"Saturday, January 09, 2021",156.24
"Saturday, January 09, 2021",161.98
"Saturday, January 09, 2021",173.18
"Saturday, January 09, 2021",150.15
"Saturday, January 09, 2021",153.51
"Saturday, January 09, 2021",157.43
"Saturday, January 09, 2021",159.67
"Saturday, January 09, 2021",159.25
"Saturday, January 09, 2021",162.19
"Saturday, January 09, 2021",174.02
"Saturday, January 09, 2021",166.18
"Saturday, January 09, 2021",165.76
"Saturday, January 09, 2021",173.95
"Saturday, January 09, 2021",172.97
"Saturday, January 09, 2021",239.33
"Saturday, January 09, 2021",234.71
"Saturday, January 09, 2021",229.32
"Saturday, January 09, 2021",221.76
"Saturday, January 09, 2021",215.25
"Saturday, January 09, 2021",207.55
"Sunday, January 10, 2021",192.64
"Sunday, January 10, 2021",183.82
"Sunday, January 10, 2021",171.99
"Sunday, January 10, 2021",163.45
"Sunday, January 10, 2021",159.81
"Sunday, January 10, 2021",163.38
"Sunday, January 10, 2021",174.44
"Sunday, January 10, 2021",152.32
"Sunday, January 10, 2021",155.05
"Sunday, January 10, 2021",161.21
"Sunday, January 10, 2021",165.69
"Sunday, January 10, 2021",164.43
"Sunday, January 10, 2021",163.87
"Sunday, January 10, 2021",173.67
"Sunday, January 10, 2021",168.84
"Sunday, January 10, 2021",165.41
"Sunday, January 10, 2021",172.83
"Sunday, January 10, 2021",171.71
"Sunday, January 10, 2021",236.32
"Sunday, January 10, 2021",238.28
"Sunday, January 10, 2021",232.33
"Sunday, January 10, 2021",224.42
"Sunday, January 10, 2021",219.03
"Sunday, January 10, 2021",212.8
"Monday, January 11, 2021",203
"Monday, January 11, 2021",190.89
"Monday, January 11, 2021",175.07
"Monday, January 11, 2021",165.9
"Monday, January 11, 2021",163.87
"Monday, January 11, 2021",169.82
"Monday, January 11, 2021",181.79
"Monday, January 11, 2021",153.79
"Monday, January 11, 2021",159.88
"Monday, January 11, 2021",163.8
"Monday, January 11, 2021",166.11
"Monday, January 11, 2021",171.43
"Monday, January 11, 2021",172.76
"Monday, January 11, 2021",182.63
"Monday, January 11, 2021",176.33
"Monday, January 11, 2021",171.78
"Monday, January 11, 2021",178.57
"Monday, January 11, 2021",175.7
"Monday, January 11, 2021",247.52
"Monday, January 11, 2021",242.13
"Monday, January 11, 2021",234.43
"Monday, January 11, 2021",226.17
"Monday, January 11, 2021",225.82
"Monday, January 11, 2021",220.36
"Tuesday, January 12, 2021",210.49
"Tuesday, January 12, 2021",199.57
"Tuesday, January 12, 2021",187.04
"Tuesday, January 12, 2021",177.1
"Tuesday, January 12, 2021",173.74
"Tuesday, January 12, 2021",176.47
"Tuesday, January 12, 2021",189.35
"Tuesday, January 12, 2021",151.76
"Tuesday, January 12, 2021",147.56
"Tuesday, January 12, 2021",157.5
"Tuesday, January 12, 2021",161.63
"Tuesday, January 12, 2021",170.8
"Tuesday, January 12, 2021",187.18
"Tuesday, January 12, 2021",187.25
"Tuesday, January 12, 2021",175.63
"Tuesday, January 12, 2021",167.86
"Tuesday, January 12, 2021",170.31
"Tuesday, January 12, 2021",166.04
"Tuesday, January 12, 2021",236.11
"Tuesday, January 12, 2021",230.79
"Tuesday, January 12, 2021",226.94
"Tuesday, January 12, 2021",222.32
"Tuesday, January 12, 2021",219.52
"Tuesday, January 12, 2021",211.68
"Wednesday, January 13, 2021",207.69
"Wednesday, January 13, 2021",197.33
"Wednesday, January 13, 2021",188.72
"Wednesday, January 13, 2021",179.06
"Wednesday, January 13, 2021",172.34
"Wednesday, January 13, 2021",176.19
"Wednesday, January 13, 2021",188.37
"Wednesday, January 13, 2021",157.36
"Wednesday, January 13, 2021",160.37
"Wednesday, January 13, 2021",160.09
"Wednesday, January 13, 2021",163.52
"Wednesday, January 13, 2021",165.83
"Wednesday, January 13, 2021",169.54
"Wednesday, January 13, 2021",180.81
"Wednesday, January 13, 2021",172.83
"Wednesday, January 13, 2021",172.62
"Wednesday, January 13, 2021",177.31
"Wednesday, January 13, 2021",171.08
"Wednesday, January 13, 2021",235.13
"Wednesday, January 13, 2021",235.34
"Wednesday, January 13, 2021",231.49
"Wednesday, January 13, 2021",222.81
"Wednesday, January 13, 2021",222.18
"Wednesday, January 13, 2021",214.83
"Thursday, January 14, 2021",208.18
"Thursday, January 14, 2021",197.12
"Thursday, January 14, 2021",185.01
"Thursday, January 14, 2021",176.05
"Thursday, January 14, 2021",170.38
"Thursday, January 14, 2021",175.21
"Thursday, January 14, 2021",189.42
"Thursday, January 14, 2021",160.93
"Thursday, January 14, 2021",165.62
"Thursday, January 14, 2021",167.93
"Thursday, January 14, 2021",167.51
"Thursday, January 14, 2021",168.98
"Thursday, January 14, 2021",167.93
"Thursday, January 14, 2021",178.57
"Thursday, January 14, 2021",173.25
"Thursday, January 14, 2021",171.01
"Thursday, January 14, 2021",174.79
"Thursday, January 14, 2021",170.38
"Thursday, January 14, 2021",227.01
"Thursday, January 14, 2021",231.49
"Thursday, January 14, 2021",227.92
"Thursday, January 14, 2021",220.15
"Thursday, January 14, 2021",217.7
"Thursday, January 14, 2021",211.19
"Friday, January 15, 2021",201.67
"Friday, January 15, 2021",192.78
"Friday, January 15, 2021",183.54
"Friday, January 15, 2021",173.95
"Friday, January 15, 2021",169.19
"Friday, January 15, 2021",174.02
"Friday, January 15, 2021",187.74
"Friday, January 15, 2021",159.74
"Friday, January 15, 2021",162.89
"Friday, January 15, 2021",162.82
"Friday, January 15, 2021",165.27
"Friday, January 15, 2021",163.45
"Friday, January 15, 2021",166.32
"Friday, January 15, 2021",174.09
"Friday, January 15, 2021",168.63
"Friday, January 15, 2021",168.91
"Friday, January 15, 2021",172.48
"Friday, January 15, 2021",168
"Friday, January 15, 2021",221.9
"Friday, January 15, 2021",225.96
"Friday, January 15, 2021",221.13
"Friday, January 15, 2021",217.56
"Friday, January 15, 2021",211.68
"Friday, January 15, 2021",206.08
"Saturday, January 16, 2021",197.82
"Saturday, January 16, 2021",186.76
"Saturday, January 16, 2021",179.48
"Saturday, January 16, 2021",170.03
"Saturday, January 16, 2021",165.55
"Saturday, January 16, 2021",170.8
"Saturday, January 16, 2021",182.14
"Saturday, January 16, 2021",154.63
"Saturday, January 16, 2021",158.69
"Saturday, January 16, 2021",161.42
"Saturday, January 16, 2021",161.14
"Saturday, January 16, 2021",160.02
"Saturday, January 16, 2021",161.98
"Saturday, January 16, 2021",171.29
"Saturday, January 16, 2021",166.39
"Saturday, January 16, 2021",164.71
"Saturday, January 16, 2021",170.45
"Saturday, January 16, 2021",167.58
"Saturday, January 16, 2021",227.36
"Saturday, January 16, 2021",230.44
"Saturday, January 16, 2021",227.22
"Saturday, January 16, 2021",222.6
"Saturday, January 16, 2021",216.79
"Saturday, January 16, 2021",210.98
"Sunday, January 17, 2021",200.13
"Sunday, January 17, 2021",190.54
"Sunday, January 17, 2021",182.21
"Sunday, January 17, 2021",172.41
"Sunday, January 17, 2021",168.14
"Sunday, January 17, 2021",171.22
"Sunday, January 17, 2021",184.17
"Sunday, January 17, 2021",155.61
"Sunday, January 17, 2021",157.15
"Sunday, January 17, 2021",164.36
"Sunday, January 17, 2021",164.85
"Sunday, January 17, 2021",165.97
"Sunday, January 17, 2021",165.06
"Sunday, January 17, 2021",176.33
"Sunday, January 17, 2021",170.31
"Sunday, January 17, 2021",170.03
"Sunday, January 17, 2021",174.02
"Sunday, January 17, 2021",170.31
"Sunday, January 17, 2021",233.24
"Sunday, January 17, 2021",231.77
"Sunday, January 17, 2021",225.26
"Sunday, January 17, 2021",222.32
"Sunday, January 17, 2021",214.48
"Sunday, January 17, 2021",211.26
"Monday, January 18, 2021",196.21
"Monday, January 18, 2021",189.63
"Monday, January 18, 2021",177.87
"Monday, January 18, 2021",169.96
"Monday, January 18, 2021",162.12
"Monday, January 18, 2021",168.56
"Monday, January 18, 2021",178.22
"Monday, January 18, 2021",150.92
"Monday, January 18, 2021",158.55
"Monday, January 18, 2021",166.11
"Monday, January 18, 2021",165.13
"Monday, January 18, 2021",166.04
"Monday, January 18, 2021",163.73
"Monday, January 18, 2021",175.07
"Monday, January 18, 2021",168.07
"Monday, January 18, 2021",166.18
"Monday, January 18, 2021",171.08
"Monday, January 18, 2021",169.82
"Monday, January 18, 2021",222.53
"Monday, January 18, 2021",227.57
"Monday, January 18, 2021",217.21
"Monday, January 18, 2021",211.75
"Monday, January 18, 2021",205.66
"Monday, January 18, 2021",200.9
"Tuesday, January 19, 2021",188.16
"Tuesday, January 19, 2021",184.73
"Tuesday, January 19, 2021",176.75
"Tuesday, January 19, 2021",167.58
"Tuesday, January 19, 2021",160.65
"Tuesday, January 19, 2021",164.85
"Tuesday, January 19, 2021",172.55
"Tuesday, January 19, 2021",138.88
"Tuesday, January 19, 2021",137.2
"Tuesday, January 19, 2021",141.05
"Tuesday, January 19, 2021",146.16
"Tuesday, January 19, 2021",154.98
"Tuesday, January 19, 2021",170.45
"Tuesday, January 19, 2021",171.43
"Tuesday, January 19, 2021",160.37
"Tuesday, January 19, 2021",155.12
"Tuesday, January 19, 2021",157.43
"Tuesday, January 19, 2021",154.7
"Tuesday, January 19, 2021",206.85
"Tuesday, January 19, 2021",208.74
"Tuesday, January 19, 2021",203.84
"Tuesday, January 19, 2021",198.31
"Tuesday, January 19, 2021",195.58
"Tuesday, January 19, 2021",189.21
"Wednesday, January 20, 2021",181.23
"Wednesday, January 20, 2021",169.68
"Wednesday, January 20, 2021",162.4
"Wednesday, January 20, 2021",153.23
"Wednesday, January 20, 2021",149.31
"Wednesday, January 20, 2021",153.3
"Wednesday, January 20, 2021",159.67
"Wednesday, January 20, 2021",134.05
"Wednesday, January 20, 2021",139.37
"Wednesday, January 20, 2021",131.81
"Wednesday, January 20, 2021",149.38
"Wednesday, January 20, 2021",155.05
"Wednesday, January 20, 2021",154.56
"Wednesday, January 20, 2021",163.94
"Wednesday, January 20, 2021",158.55
"Wednesday, January 20, 2021",160.37
"Wednesday, January 20, 2021",165.2
"Wednesday, January 20, 2021",161
"Wednesday, January 20, 2021",208.88
"Wednesday, January 20, 2021",219.66
"Wednesday, January 20, 2021",213.92
"Wednesday, January 20, 2021",208.11
"Wednesday, January 20, 2021",201.04
"Wednesday, January 20, 2021",192.85
"Thursday, January 21, 2021",176.89
"Thursday, January 21, 2021",167.16
"Thursday, January 21, 2021",159.11
"Thursday, January 21, 2021",148.26
"Thursday, January 21, 2021",143.36
"Thursday, January 21, 2021",147.63
"Thursday, January 21, 2021",169.26
"Thursday, January 21, 2021",146.23
"Thursday, January 21, 2021",144.48
"Thursday, January 21, 2021",151.76
"Thursday, January 21, 2021",153.23
"Thursday, January 21, 2021",159.74
"Thursday, January 21, 2021",163.1
"Thursday, January 21, 2021",172.41
"Thursday, January 21, 2021",167.23
"Thursday, January 21, 2021",165.83
"Thursday, January 21, 2021",173.11
"Thursday, January 21, 2021",173.6
"Thursday, January 21, 2021",233.17
"Thursday, January 21, 2021",239.4
"Thursday, January 21, 2021",233.66
"Thursday, January 21, 2021",225.68
"Thursday, January 21, 2021",220.99
"Thursday, January 21, 2021",211.12
"Friday, January 22, 2021",196.98
"Friday, January 22, 2021",184.52
"Friday, January 22, 2021",174.23
"Friday, January 22, 2021",164.85
"Friday, January 22, 2021",160.37
"Friday, January 22, 2021",165.55
"Friday, January 22, 2021",188.65
"Friday, January 22, 2021",163.8
"Friday, January 22, 2021",157.78
"Friday, January 22, 2021",158.06
"Friday, January 22, 2021",162.19
"Friday, January 22, 2021",162.26
"Friday, January 22, 2021",166.04
"Friday, January 22, 2021",176.19
"Friday, January 22, 2021",166.81
"Friday, January 22, 2021",165.69
"Friday, January 22, 2021",171.85
"Friday, January 22, 2021",171.64
"Friday, January 22, 2021",225.54
"Friday, January 22, 2021",234.08
"Friday, January 22, 2021",227.15
"Friday, January 22, 2021",225.12
"Friday, January 22, 2021",217.28
"Friday, January 22, 2021",207.97
"Saturday, January 23, 2021",193.48
"Saturday, January 23, 2021",178.99
"Saturday, January 23, 2021",169.26
"Saturday, January 23, 2021",161.21
"Saturday, January 23, 2021",158.41
"Saturday, January 23, 2021",161.35
"Saturday, January 23, 2021",185.08
"Saturday, January 23, 2021",159.39
"Saturday, January 23, 2021",155.05
"Saturday, January 23, 2021",154.7
"Saturday, January 23, 2021",160.3
"Saturday, January 23, 2021",160.16
"Saturday, January 23, 2021",161.77
"Saturday, January 23, 2021",172.41
"Saturday, January 23, 2021",165.48
"Saturday, January 23, 2021",166.95
"Saturday, January 23, 2021",168.49
"Saturday, January 23, 2021",164.71
"Saturday, January 23, 2021",216.02
"Saturday, January 23, 2021",223.51
"Saturday, January 23, 2021",217.98
"Saturday, January 23, 2021",211.54
"Saturday, January 23, 2021",208.6
"Saturday, January 23, 2021",197.05
"Sunday, January 24, 2021",179.9
"Sunday, January 24, 2021",165.41
"Sunday, January 24, 2021",158.06
"Sunday, January 24, 2021",153.65
"Sunday, January 24, 2021",150.29
"Sunday, January 24, 2021",152.81
"Sunday, January 24, 2021",173.04
"Sunday, January 24, 2021",147.56
"Sunday, January 24, 2021",146.65
"Sunday, January 24, 2021",151.41
"Sunday, January 24, 2021",153.37
"Sunday, January 24, 2021",156.73
"Sunday, January 24, 2021",159.74
"Sunday, January 24, 2021",167.51
"Sunday, January 24, 2021",167.44
"Sunday, January 24, 2021",164.01
"Sunday, January 24, 2021",167.16
"Sunday, January 24, 2021",165.48
"Sunday, January 24, 2021",212.38
"Sunday, January 24, 2021",219.73
"Sunday, January 24, 2021",212.1
"Sunday, January 24, 2021",203.91
"Sunday, January 24, 2021",199.5
"Sunday, January 24, 2021",189.21
"Monday, January 25, 2021",178.29
"Monday, January 25, 2021",163.59
"Monday, January 25, 2021",154.91
"Monday, January 25, 2021",147.35
"Monday, January 25, 2021",143.29
"Monday, January 25, 2021",147.98
"Monday, January 25, 2021",166.04
"Monday, January 25, 2021",142.66
"Monday, January 25, 2021",140.49
"Monday, January 25, 2021",150.01
"Monday, January 25, 2021",149.52
"Monday, January 25, 2021",160.02
"Monday, January 25, 2021",159.95
"Monday, January 25, 2021",167.51
"Monday, January 25, 2021",164.43
"Monday, January 25, 2021",164.78
"Monday, January 25, 2021",167.09
"Monday, January 25, 2021",164.36
"Monday, January 25, 2021",201.53
"Monday, January 25, 2021",212.1
"Monday, January 25, 2021",202.51
"Monday, January 25, 2021",199.15
"Monday, January 25, 2021",193.41
"Monday, January 25, 2021",182.21
"Tuesday, January 26, 2021",169.82
"Tuesday, January 26, 2021",156.8
"Tuesday, January 26, 2021",151.83
"Tuesday, January 26, 2021",144.34
"Tuesday, January 26, 2021",139.72
"Tuesday, January 26, 2021",142.31
"Tuesday, January 26, 2021",147.7
"Tuesday, January 26, 2021",117.53
"Tuesday, January 26, 2021",121.94
"Tuesday, January 26, 2021",127.89
"Tuesday, January 26, 2021",136.5
"Tuesday, January 26, 2021",146.44
"Tuesday, January 26, 2021",166.18
"Tuesday, January 26, 2021",165.34
"Tuesday, January 26, 2021",158.55
"Tuesday, January 26, 2021",157.71
"Tuesday, January 26, 2021",157.5
"Tuesday, January 26, 2021",155.12
"Tuesday, January 26, 2021",190.4
"Tuesday, January 26, 2021",202.86
"Tuesday, January 26, 2021",196.49
"Tuesday, January 26, 2021",190.96
"Tuesday, January 26, 2021",186.48
"Tuesday, January 26, 2021",178.22
"Wednesday, January 27, 2021",165.97
"Wednesday, January 27, 2021",153.86
"Wednesday, January 27, 2021",148.4
"Wednesday, January 27, 2021",140.42
"Wednesday, January 27, 2021",135.87
"Wednesday, January 27, 2021",136.29
"Wednesday, January 27, 2021",144.9
"Wednesday, January 27, 2021",121.24
"Wednesday, January 27, 2021",128.52
"Wednesday, January 27, 2021",134.68
"Wednesday, January 27, 2021",146.93
"Wednesday, January 27, 2021",153.72
"Wednesday, January 27, 2021",157.01
"Wednesday, January 27, 2021",165.13
"Wednesday, January 27, 2021",164.92
"Wednesday, January 27, 2021",167.09
"Wednesday, January 27, 2021",168.7
"Wednesday, January 27, 2021",166.74
"Wednesday, January 27, 2021",198.52
"Wednesday, January 27, 2021",218.19
"Wednesday, January 27, 2021",208.67
"Wednesday, January 27, 2021",206.57
"Wednesday, January 27, 2021",200.2
"Wednesday, January 27, 2021",187.81
"Thursday, January 28, 2021",174.72
"Thursday, January 28, 2021",161.63
"Thursday, January 28, 2021",150.85
"Thursday, January 28, 2021",142.52
"Thursday, January 28, 2021",138.46
"Thursday, January 28, 2021",141.47
"Thursday, January 28, 2021",161.56
"Thursday, January 28, 2021",137.83
"Thursday, January 28, 2021",128.73
"Thursday, January 28, 2021",149.1
"Thursday, January 28, 2021",153.51
"Thursday, January 28, 2021",153.44
"Thursday, January 28, 2021",153.72
"Thursday, January 28, 2021",162.82
"Thursday, January 28, 2021",157.57
"Thursday, January 28, 2021",157.5
"Thursday, January 28, 2021",161.56
"Thursday, January 28, 2021",160.58
"Thursday, January 28, 2021",207.62
"Thursday, January 28, 2021",218.89
"Thursday, January 28, 2021",207.9
"Thursday, January 28, 2021",202.72
"Thursday, January 28, 2021",198.1
"Thursday, January 28, 2021",191.45
"Friday, January 29, 2021",175.7
"Friday, January 29, 2021",162.12
"Friday, January 29, 2021",154.28
"Friday, January 29, 2021",147.77
"Friday, January 29, 2021",142.59
"Friday, January 29, 2021",147.07
"Friday, January 29, 2021",168.49
"Friday, January 29, 2021",148.05
"Friday, January 29, 2021",144.13
"Friday, January 29, 2021",149.17
"Friday, January 29, 2021",152.6
"Friday, January 29, 2021",142.17
"Friday, January 29, 2021",155.05
"Friday, January 29, 2021",169.68
"Friday, January 29, 2021",159.04
"Friday, January 29, 2021",159.39
"Friday, January 29, 2021",166.39
"Friday, January 29, 2021",167.3
"Friday, January 29, 2021",213.85
"Friday, January 29, 2021",231.84
"Friday, January 29, 2021",225.68
"Friday, January 29, 2021",221.27
"Friday, January 29, 2021",216.37
"Friday, January 29, 2021",203.49
"Saturday, January 30, 2021",187.67
"Saturday, January 30, 2021",175.91
"Saturday, January 30, 2021",163.52
"Saturday, January 30, 2021",156.73
"Saturday, January 30, 2021",151.83
"Saturday, January 30, 2021",157.64
"Saturday, January 30, 2021",184.1
"Saturday, January 30, 2021",158.76
"Saturday, January 30, 2021",151.27
"Saturday, January 30, 2021",156.24
"Saturday, January 30, 2021",159.04
"Saturday, January 30, 2021",157.71
"Saturday, January 30, 2021",161.21
"Saturday, January 30, 2021",170.24
"Saturday, January 30, 2021",164.92
"Saturday, January 30, 2021",162.26
"Saturday, January 30, 2021",167.37
"Saturday, January 30, 2021",167.16
"Saturday, January 30, 2021",217.49
"Saturday, January 30, 2021",234.43
"Saturday, January 30, 2021",224.98
"Saturday, January 30, 2021",222.46
"Saturday, January 30, 2021",217.21
"Saturday, January 30, 2021",209.37
"Sunday, January 31, 2021",188.72
"Sunday, January 31, 2021",178.85
"Sunday, January 31, 2021",168.35
"Sunday, January 31, 2021",158.2
"Sunday, January 31, 2021",156.31
"Sunday, January 31, 2021",159.18
"Sunday, January 31, 2021",184.03
"Sunday, January 31, 2021",160.37
"Sunday, January 31, 2021",160.16
"Sunday, January 31, 2021",160.23
"Sunday, January 31, 2021",161.35
"Sunday, January 31, 2021",166.88
"Sunday, January 31, 2021",167.16
"Sunday, January 31, 2021",180.81
"Sunday, January 31, 2021",172.13
"Sunday, January 31, 2021",169.75
"Sunday, January 31, 2021",175.77
"Sunday, January 31, 2021",176.75
"Sunday, January 31, 2021",232.96
"Sunday, January 31, 2021",246.47
"Sunday, January 31, 2021",238.21
"Sunday, January 31, 2021",231.7
"Sunday, January 31, 2021",226.38
"Sunday, January 31, 2021",217.49
"Monday, February 01, 2021",197.96
"Monday, February 01, 2021",182.21
"Monday, February 01, 2021",168.91
"Monday, February 01, 2021",163.24
"Monday, February 01, 2021",157.71
"Monday, February 01, 2021",162.96
"Monday, February 01, 2021",186.97
"Monday, February 01, 2021",165.48
"Monday, February 01, 2021",160.3
"Monday, February 01, 2021",161.98
"Monday, February 01, 2021",168.63
"Monday, February 01, 2021",168.7
"Monday, February 01, 2021",168.91
"Monday, February 01, 2021",180.81
"Monday, February 01, 2021",175.14
"Monday, February 01, 2021",170.24
"Monday, February 01, 2021",171.78
"Monday, February 01, 2021",170.45
"Monday, February 01, 2021",218.12
"Monday, February 01, 2021",235.55
"Monday, February 01, 2021",223.79
"Monday, February 01, 2021",219.73
"Monday, February 01, 2021",213.08
"Monday, February 01, 2021",202.23
"Tuesday, February 02, 2021",194.74
"Tuesday, February 02, 2021",185.43
"Tuesday, February 02, 2021",175.7
"Tuesday, February 02, 2021",161.77
"Tuesday, February 02, 2021",158.76
"Tuesday, February 02, 2021",162.75
"Tuesday, February 02, 2021",171.85
"Tuesday, February 02, 2021",140.07
"Tuesday, February 02, 2021",139.58
"Tuesday, February 02, 2021",147
"Tuesday, February 02, 2021",152.39
