Date & Time,MW
"Monday, February 01, 2021",272
"Monday, February 01, 2021",244
"Monday, February 01, 2021",128
"Monday, February 01, 2021",20
"Monday, February 01, 2021",0
"Monday, February 01, 2021",0
"Monday, February 01, 2021",0
"Monday, February 01, 2021",0
"Monday, February 01, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",116
"Tuesday, February 02, 2021",188
"Tuesday, February 02, 2021",249
"Tuesday, February 02, 2021",249
"Tuesday, February 02, 2021",249
"Tuesday, February 02, 2021",249
"Tuesday, February 02, 2021",249
"Tuesday, February 02, 2021",172
"Tuesday, February 02, 2021",9
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Tuesday, February 02, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",40
"Wednesday, February 03, 2021",140
"Wednesday, February 03, 2021",258
"Wednesday, February 03, 2021",258
"Wednesday, February 03, 2021",258
"Wednesday, February 03, 2021",258
"Wednesday, February 03, 2021",258
"Wednesday, February 03, 2021",258
"Wednesday, February 03, 2021",258
"Wednesday, February 03, 2021",131
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Wednesday, February 03, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",12
"Thursday, February 04, 2021",12
"Thursday, February 04, 2021",12
"Thursday, February 04, 2021",215
"Thursday, February 04, 2021",35
"Thursday, February 04, 2021",35
"Thursday, February 04, 2021",8
"Thursday, February 04, 2021",8
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Thursday, February 04, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",11
"Friday, February 05, 2021",40
"Friday, February 05, 2021",40
"Friday, February 05, 2021",40
"Friday, February 05, 2021",275
"Friday, February 05, 2021",275
"Friday, February 05, 2021",280
"Friday, February 05, 2021",280
"Friday, February 05, 2021",255
"Friday, February 05, 2021",76
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Friday, February 05, 2021",0
"Saturday, February 06, 2021",0
"Saturday, February 06, 2021",0
"Saturday, February 06, 2021",0
"Saturday, February 06, 2021",0
"Saturday, February 06, 2021",0
"Saturday, February 06, 2021",0
"Saturday, February 06, 2021",0
"Saturday, February 06, 2021",0
"Saturday, February 06, 2021",24
