Date & Time,Supply, Demand,Mismatch,Daily Supply,Daily Demand ,Daily Mismatch
2021-04-16 02.00,0,129.75,-129.75,,,
2021-04-16 03.00,0,122.25,-122.25,,,
2021-04-16 04.00,0,120.75,-120.75,,,
2021-04-16 05.00,0,118.5,-118.5,,,
2021-04-16 06.00,1,102.75,-101.75,,,
2021-04-16 07.00,80,99.75,-19.75,,,
2021-04-16 08.00,300,108,192,,,
2021-04-16 09.00,300,119.25,180.75,,,
2021-04-16 10.00,300,127.5,172.5,,,
2021-04-16 11.00,300,132,168,,,
2021-04-16 12.00,300,129.75,170.25,,,
2021-04-16 13.00,245,135,110,,,
2021-04-16 14.00,245,138.75,106.25,,,
2021-04-16 15.00,285,140.25,144.75,,,
2021-04-16 16.00,284,137.25,146.75,,,
2021-04-16 17.00,105,129.75,-24.75,,,
2021-04-16 18.00,105,125.25,-20.25,,,
2021-04-16 19.00,0,145.5,-145.5,,,
2021-04-16 20.00,0,137.25,-137.25,,,
2021-04-16 21.00,0,138.75,-138.75,,,
2021-04-16 22.00,0,138.75,-138.75,,,
2021-04-16 23.00,0,137.25,-137.25,,,
2021-04-17 00.00,0,138,-138,1909,3198.75,-1289.75
2021-04-17 01.00,0,135,-135,,,
2021-04-17 02.00,0,130.5,-130.5,,,
2021-04-17 03.00,0,127.5,-127.5,,,
2021-04-17 04.00,0,122.25,-122.25,,,
2021-04-17 05.00,0,119.25,-119.25,,,
2021-04-17 06.00,0,106.5,-106.5,,,
2021-04-17 07.00,0,103.5,-103.5,,,
2021-04-17 08.00,0,116.25,-116.25,,,
2021-04-17 09.00,0,125.25,-125.25,,,
2021-04-17 10.00,0,135,-135,,,
2021-04-17 11.00,164,138.75,25.25,,,
2021-04-17 12.00,300,137.25,162.75,,,
2021-04-17 13.00,300,141.75,158.25,,,
2021-04-17 14.00,300,145.5,154.5,,,
2021-04-17 15.00,300,146.25,153.75,,,
2021-04-17 16.00,300,141.75,158.25,,,
2021-04-17 17.00,203,133.5,69.5,,,
2021-04-17 18.00,42,129,-87,,,
2021-04-17 19.00,0,147.75,-147.75,,,
2021-04-17 20.00,0,143.25,-143.25,,,
2021-04-17 21.00,0,143.25,-143.25,,,
2021-04-17 22.00,0,145.5,-145.5,,,
2021-04-17 23.00,0,146.25,-146.25,,,
2021-04-18 00.00,0,149.25,-149.25,2981,3270,-289
2021-04-18 01.00,0,149.25,-149.25,,,
2021-04-18 02.00,0,148.5,-148.5,,,
2021-04-18 03.00,0,144,-144,,,
2021-04-18 04.00,0,139.5,-139.5,,,
2021-04-18 05.00,0,135.75,-135.75,,,
2021-04-18 06.00,14,123.75,-109.75,,,
2021-04-18 07.00,160,113.25,46.75,,,
2021-04-18 08.00,160,118.5,41.5,,,
2021-04-18 09.00,253,125.25,127.75,,,
2021-04-18 10.00,300,130.5,169.5,,,
2021-04-18 11.00,238,134.25,103.75,,,
2021-04-18 12.00,300,132.75,167.25,,,
2021-04-18 13.00,300,137.25,162.75,,,
2021-04-18 14.00,300,139.5,160.5,,,
2021-04-18 15.00,300,141.75,158.25,,,
2021-04-18 16.00,300,135.75,164.25,,,
2021-04-18 17.00,300,127.5,172.5,,,
2021-04-18 18.00,56,128.25,-72.25,,,
2021-04-18 19.00,0,147.75,-147.75,,,
2021-04-18 20.00,0,141.75,-141.75,,,
2021-04-18 21.00,0,141.75,-141.75,,,
2021-04-18 22.00,0,141.75,-141.75,,,
2021-04-18 23.00,0,142.5,-142.5,,,
2021-04-19 00.00,0,141.75,-141.75,3158,3021.75,136.25
2021-04-19 01.00,0,141,-141,,,
2021-04-19 02.00,0,140.25,-140.25,,,
2021-04-19 03.00,0,132.75,-132.75,,,
2021-04-19 04.00,0,129,-129,,,
2021-04-19 05.00,0,126,-126,,,
2021-04-19 06.00,18,111.75,-93.75,,,
2021-04-19 07.00,40,102,-62,,,
2021-04-19 08.00,250,109.5,140.5,,,
2021-04-19 09.00,250,113.25,136.75,,,
2021-04-19 10.00,320,120,200,,,
2021-04-19 11.00,320,124.5,195.5,,,
2021-04-19 12.00,320,125.25,194.75,,,
2021-04-19 13.00,320,129,191,,,
2021-04-19 14.00,320,130.5,189.5,,,
2021-04-19 15.00,320,132.75,187.25,,,
2021-04-19 16.00,320,128.25,191.75,,,
2021-04-19 17.00,320,119.25,200.75,,,
2021-04-19 18.00,40,120,-80,,,
2021-04-19 19.00,0,137.25,-137.25,,,
2021-04-19 20.00,0,129.75,-129.75,,,
2021-04-19 21.00,0,128.25,-128.25,,,
2021-04-19 22.00,0,125.25,-125.25,,,
2021-04-19 23.00,0,124.5,-124.5,,,
2021-04-20 00.00,0,123,-123,1948,2870.25,-922.25
2021-04-20 01.00,0,124.5,-124.5,,,
2021-04-20 02.00,0,125.25,-125.25,,,
2021-04-20 03.00,0,123.75,-123.75,,,
2021-04-20 04.00,0,121.5,-121.5,,,
2021-04-20 05.00,0,120.75,-120.75,,,
2021-04-20 06.00,0,111,-111,,,
2021-04-20 07.00,0,100.5,-100.5,,,
2021-04-20 08.00,0,103.5,-103.5,,,
2021-04-20 09.00,19,108,-89,,,
2021-04-20 10.00,270,113.25,156.75,,,
2021-04-20 11.00,270,119.25,150.75,,,
2021-04-20 12.00,270,120,150,,,
2021-04-20 13.00,284,118.5,165.5,,,
2021-04-20 14.00,300,118.5,181.5,,,
2021-04-20 15.00,300,122.25,177.75,,,
2021-04-20 16.00,112,120.75,-8.75,,,
2021-04-20 17.00,76,115.5,-39.5,,,
2021-04-20 18.00,47,114,-67,,,
2021-04-20 19.00,0,135,-135,,,
2021-04-20 20.00,0,127.5,-127.5,,,
2021-04-20 21.00,0,126.75,-126.75,,,
2021-04-20 22.00,0,128.25,-128.25,,,
2021-04-20 23.00,0,129,-129,,,
2021-04-21 00.00,0,131.25,-131.25,2887,3176.25,-289.25
2021-04-21 01.00,0,135.75,-135.75,,,
2021-04-21 02.00,0,136.5,-136.5,,,
2021-04-21 03.00,0,135.75,-135.75,,,
2021-04-21 04.00,0,129.75,-129.75,,,
2021-04-21 05.00,0,127.5,-127.5,,,
2021-04-21 06.00,0,109.5,-109.5,,,
2021-04-21 07.00,83,105,-22,,,
2021-04-21 08.00,160,113.25,46.75,,,
2021-04-21 09.00,260,120,140,,,
2021-04-21 10.00,280,128.25,151.75,,,
2021-04-21 11.00,280,135,145,,,
2021-04-21 12.00,280,135.75,144.25,,,
2021-04-21 13.00,300,139.5,160.5,,,
2021-04-21 14.00,300,141,159,,,
2021-04-21 15.00,240,145.5,94.5,,,
2021-04-21 16.00,240,137.25,102.75,,,
2021-04-21 17.00,232,128.25,103.75,,,
2021-04-21 18.00,232,130.5,101.5,,,
2021-04-21 19.00,0,147,-147,,,
2021-04-21 20.00,0,138,-138,,,
2021-04-21 21.00,0,140.25,-140.25,,,
2021-04-21 22.00,0,141.75,-141.75,,,
2021-04-21 23.00,0,144,-144,,,
2021-04-22 00.00,0,147,-147,3659,3309.75,349.25
2021-04-22 01.00,0,147.75,-147.75,,,
2021-04-22 02.00,0,148.5,-148.5,,,
2021-04-22 03.00,0,145.5,-145.5,,,
2021-04-22 04.00,0,141.75,-141.75,,,
2021-04-22 05.00,0,138.75,-138.75,,,
2021-04-22 06.00,20,123,-103,,,
2021-04-22 07.00,80,118.5,-38.5,,,
2021-04-22 08.00,140,132,8,,,
2021-04-22 09.00,260,142.5,117.5,,,
2021-04-22 10.00,260,125.25,134.75,,,
2021-04-22 11.00,260,131.25,128.75,,,
2021-04-22 12.00,300,128.25,171.75,,,
2021-04-22 13.00,300,146.25,153.75,,,
2021-04-22 14.00,300,149.25,150.75,,,
2021-04-22 15.00,208,144,64,,,
2021-04-22 16.00,268,135,133,,,
2021-04-22 17.00,268,129,139,,,
2021-04-22 18.00,268,128.25,139.75,,,
2021-04-22 19.00,268,149.25,118.75,,,
2021-04-22 20.00,268,141.75,126.25,,,
2021-04-22 21.00,191,133.5,57.5,,,
2021-04-22 22.00,0,141,-141,,,
2021-04-22 23.00,0,142.5,-142.5,,,
2021-04-23 00.00,0,143.25,-143.25,1346,3291.75,-1945.75
2021-04-23 01.00,0,144,-144,,,
2021-04-23 02.00,0,141.75,-141.75,,,
2021-04-23 03.00,0,138.75,-138.75,,,
2021-04-23 04.00,0,136.5,-136.5,,,
2021-04-23 05.00,0,133.5,-133.5,,,
2021-04-23 06.00,4,120,-116,,,
2021-04-23 07.00,50,114,-64,,,
2021-04-23 08.00,60,126.75,-66.75,,,
2021-04-23 09.00,155,137.25,17.75,,,
2021-04-23 10.00,155,144,11,,,
2021-04-23 11.00,135,149.25,-14.25,,,
2021-04-23 12.00,117,148.5,-31.5,,,
2021-04-23 13.00,110,150.75,-40.75,,,
2021-04-23 14.00,172,150,22,,,
2021-04-23 15.00,120,145.5,-25.5,,,
2021-04-23 16.00,120,136.5,-16.5,,,
2021-04-23 17.00,120,124.5,-4.5,,,
2021-04-23 18.00,28,128.25,-100.25,,,
2021-04-23 19.00,0,147,-147,,,
2021-04-23 20.00,0,135,-135,,,
2021-04-23 21.00,0,129,-129,,,
2021-04-23 22.00,0,132,-132,,,
2021-04-23 23.00,0,135.75,-135.75,,,
2021-04-24 00.00,0,138,-138,2476,3040.5,-564.5
2021-04-24 01.00,0,137.25,-137.25,,,
2021-04-24 02.00,0,135.75,-135.75,,,
2021-04-24 03.00,0,131.25,-131.25,,,
2021-04-24 04.00,0,127.5,-127.5,,,
2021-04-24 05.00,0,124.5,-124.5,,,
2021-04-24 06.00,4,110.25,-106.25,,,
2021-04-24 07.00,45,105,-60,,,
2021-04-24 08.00,209,118.5,90.5,,,
2021-04-24 09.00,260,127.5,132.5,,,
2021-04-24 10.00,265,136.5,128.5,,,
2021-04-24 11.00,265,138.75,126.25,,,
2021-04-24 12.00,265,130.5,134.5,,,
2021-04-24 13.00,265,133.5,131.5,,,
2021-04-24 14.00,285,135,150,,,
2021-04-24 15.00,285,127.5,157.5,,,
2021-04-24 16.00,140,120.75,19.25,,,
2021-04-24 17.00,140,107.25,32.75,,,
2021-04-24 18.00,24,113.25,-89.25,,,
2021-04-24 19.00,24,131.25,-107.25,,,
2021-04-24 20.00,0,126,-126,,,
2021-04-24 21.00,0,127.5,-127.5,,,
2021-04-24 22.00,0,129,-129,,,
2021-04-24 23.00,0,128.25,-128.25,,,
2021-04-25 00.00,0,127.5,-127.5,2360,3023.670455,-663.6704545
2021-04-25 01.00,0,127.5,-127.5,,,
2021-04-25 02.00,0,125.25,-125.25,,,
2021-04-25 03.00,0,122.25,-122.25,,,
2021-04-25 04.00,0,120,-120,,,
2021-04-25 05.00,0,119.25,-119.25,,,
2021-04-25 06.00,20,108.75,-88.75,,,
2021-04-25 07.00,100,105.75,-5.75,,,
2021-04-25 08.00,100,121.875,-21.875,,,
2021-04-25 09.00,212,122.1477273,89.85227273,,,
2021-04-25 10.00,300,122.3977273,177.6022727,,,
2021-04-25 11.00,230,125.25,104.75,,,
2021-04-25 12.00,160,127.5,32.5,,,
2021-04-25 13.00,281,132,149,,,
2021-04-25 14.00,150,132.75,17.25,,,
2021-04-25 15.00,135,128.25,6.75,,,
2021-04-25 16.00,189,125.25,63.75,,,
2021-04-25 17.00,243,117.75,125.25,,,
2021-04-25 18.00,120,117.75,2.25,,,
2021-04-25 19.00,120,143.25,-23.25,,,
2021-04-25 20.00,0,137.25,-137.25,,,
2021-04-25 21.00,0,137.25,-137.25,,,
2021-04-25 22.00,0,138.75,-138.75,,,
2021-04-25 23.00,0,138,-138,,,
2021-04-26 00.00,0,135.75,-135.75,2925,2993.25,-68.25
2021-04-26 01.00,0,134.25,-134.25,,,
2021-04-26 02.00,0,131.25,-131.25,,,
2021-04-26 03.00,0,127.5,-127.5,,,
2021-04-26 04.00,0,123.75,-123.75,,,
2021-04-26 05.00,0,120.75,-120.75,,,
2021-04-26 06.00,0,106.5,-106.5,,,
2021-04-26 07.00,60,101.25,-41.25,,,
2021-04-26 08.00,246,111,135,,,
2021-04-26 09.00,300,117.75,182.25,,,
2021-04-26 10.00,300,123,177,,,
2021-04-26 11.00,300,129,171,,,
2021-04-26 12.00,300,129.75,170.25,,,
2021-04-26 13.00,300,132.75,167.25,,,
2021-04-26 14.00,300,135,165,,,
2021-04-26 15.00,300,138,162,,,
2021-04-26 16.00,300,131.25,168.75,,,
2021-04-26 17.00,219,123,96,,,
2021-04-26 18.00,0,116.25,-116.25,,,
2021-04-26 19.00,0,131.25,-131.25,,,
2021-04-26 20.00,0,124.5,-124.5,,,
2021-04-26 21.00,0,124.5,-124.5,,,
2021-04-26 22.00,0,122.25,-122.25,,,
2021-04-26 23.00,0,123,-123,,,
2021-04-27 00.00,0,122.25,-122.25,3001,2873.25,127.75
2021-04-27 01.00,0,120.75,-120.75,,,
2021-04-27 02.00,0,120,-120,,,
2021-04-27 03.00,0,118.5,-118.5,,,
2021-04-27 04.00,0,116.25,-116.25,,,
2021-04-27 05.00,0,114.75,-114.75,,,
2021-04-27 06.00,28,99.75,-71.75,,,
2021-04-27 07.00,40,96.75,-56.75,,,
2021-04-27 08.00,160,105,55,,,
2021-04-27 09.00,300,111.75,188.25,,,
2021-04-27 10.00,300,117.75,182.25,,,
2021-04-27 11.00,300,123,177,,,
2021-04-27 12.00,300,123.75,176.25,,,
2021-04-27 13.00,300,123,177,,,
2021-04-27 14.00,300,123.75,176.25,,,
2021-04-27 15.00,300,126.75,173.25,,,
2021-04-27 16.00,300,123,177,,,
2021-04-27 17.00,300,114,186,,,
2021-04-27 18.00,73,114,-41,,,
2021-04-27 19.00,0,138,-138,,,
2021-04-27 20.00,0,131.25,-131.25,,,
2021-04-27 21.00,0,129,-129,,,
2021-04-27 22.00,0,129,-129,,,
2021-04-27 23.00,0,131.25,-131.25,,,
2021-04-28 00.00,40,131.25,-91.25,3318,3230.25,87.75
2021-04-28 01.00,0,135,-135,,,
2021-04-28 02.00,0,136.5,-136.5,,,
2021-04-28 03.00,0,135,-135,,,
2021-04-28 04.00,0,130.5,-130.5,,,
2021-04-28 05.00,0,127.5,-127.5,,,
2021-04-28 06.00,20,110.25,-90.25,,,
2021-04-28 07.00,160,104.25,55.75,,,
2021-04-28 08.00,280,114.75,165.25,,,
2021-04-28 09.00,300,125.25,174.75,,,
2021-04-28 10.00,305,132,173,,,
2021-04-28 11.00,305,137.25,167.75,,,
2021-04-28 12.00,305,138.75,166.25,,,
2021-04-28 13.00,305,140.25,164.75,,,
2021-04-28 14.00,305,141,164,,,
2021-04-28 15.00,305,143.25,161.75,,,
2021-04-28 16.00,305,140.25,164.75,,,
2021-04-28 17.00,305,132,173,,,
2021-04-28 18.00,78,128.25,-50.25,,,
2021-04-28 19.00,0,151.5,-151.5,,,
2021-04-28 20.00,0,147,-147,,,
2021-04-28 21.00,0,147.75,-147.75,,,
2021-04-28 22.00,0,149.25,-149.25,,,
2021-04-28 23.00,0,151.5,-151.5,,,
2021-04-29 00.00,0,153,-153,3207,3539.25,-332.25
2021-04-29 01.00,0,156.75,-156.75,,,
2021-04-29 02.00,0,153.75,-153.75,,,
2021-04-29 03.00,0,150,-150,,,
2021-04-29 04.00,0,144,-144,,,
2021-04-29 05.00,0,139.5,-139.5,,,
2021-04-29 06.00,0,123,-123,,,
2021-04-29 07.00,147,120,27,,,
2021-04-29 08.00,240,132.75,107.25,,,
2021-04-29 09.00,300,141.75,158.25,,,
2021-04-29 10.00,300,147,153,,,
2021-04-29 11.00,300,141,159,,,
2021-04-29 12.00,300,154.5,145.5,,,
2021-04-29 13.00,305,158.25,146.75,,,
2021-04-29 14.00,305,149.25,155.75,,,
2021-04-29 15.00,305,160.5,144.5,,,
2021-04-29 16.00,305,152.25,152.75,,,
2021-04-29 17.00,200,141,59,,,
2021-04-29 18.00,200,139.5,60.5,,,
2021-04-29 19.00,0,160.5,-160.5,,,
2021-04-29 20.00,0,157.5,-157.5,,,
2021-04-29 21.00,0,156,-156,,,
2021-04-29 22.00,0,153.75,-153.75,,,
2021-04-29 23.00,0,153.75,-153.75,,,
2021-04-30 00.00,0,153.75,-153.75,3123,3649.5,-526.5
2021-04-30 01.00,0,156.75,-156.75,,,
2021-04-30 02.00,0,156,-156,,,
2021-04-30 03.00,0,153,-153,,,
2021-04-30 04.00,0,148.5,-148.5,,,
2021-04-30 05.00,0,144.75,-144.75,,,
2021-04-30 06.00,3,127.5,-124.5,,,
2021-04-30 07.00,100,123,-23,,,
2021-04-30 08.00,260,138,122,,,
2021-04-30 09.00,300,143.25,156.75,,,
2021-04-30 10.00,300,153.75,146.25,,,
2021-04-30 11.00,300,157.5,142.5,,,
2021-04-30 12.00,300,157.5,142.5,,,
2021-04-30 13.00,300,161.25,138.75,,,
2021-04-30 14.00,300,164.25,135.75,,,
2021-04-30 15.00,300,167.25,132.75,,,
2021-04-30 16.00,300,160.5,139.5,,,
2021-04-30 17.00,300,165.75,134.25,,,
2021-04-30 18.00,60,143.25,-83.25,,,
2021-04-30 19.00,0,157.5,-157.5,,,
2021-04-30 20.00,0,153.75,-153.75,,,
2021-04-30 21.00,0,153.75,-153.75,,,
2021-04-30 22.00,0,153.75,-153.75,,,
2021-04-30 23.00,0,155.25,-155.25,,,
2021-05-01 00.00,0,155.25,-155.25,2769,3468,-699
2021-05-01 01.00,0,157.5,-157.5,,,
2021-05-01 02.00,0,156.75,-156.75,,,
2021-05-01 03.00,0,152.25,-152.25,,,
2021-05-01 04.00,0,147,-147,,,
2021-05-01 05.00,0,143.25,-143.25,,,
2021-05-01 06.00,20,123.75,-103.75,,,
2021-05-01 07.00,40,126,-86,,,
2021-05-01 08.00,69,137.25,-68.25,,,
2021-05-01 09.00,280,146.25,133.75,,,
2021-05-01 10.00,280,153,127,,,
2021-05-01 11.00,280,159.75,120.25,,,
2021-05-01 12.00,300,161.25,138.75,,,
2021-05-01 13.00,300,165,135,,,
2021-05-01 14.00,300,163.5,136.5,,,
2021-05-01 15.00,300,159,141,,,
2021-05-01 16.00,300,143.25,156.75,,,
2021-05-01 17.00,300,124.5,175.5,,,
2021-05-01 18.00,0,124.5,-124.5,,,
2021-05-01 19.00,0,134.25,-134.25,,,
2021-05-01 20.00,0,130.5,-130.5,,,
2021-05-01 21.00,0,134.25,-134.25,,,
2021-05-01 22.00,0,134.25,-134.25,,,
2021-05-01 23.00,0,135.75,-135.75,,,
2021-05-02 00.00,0,135,-135,3736,3245.25,490.75
2021-05-02 01.00,0,135.75,-135.75,,,
2021-05-02 02.00,0,135.75,-135.75,,,
2021-05-02 03.00,0,132.75,-132.75,,,
2021-05-02 04.00,0,127.5,-127.5,,,
2021-05-02 05.00,0,126,-126,,,
2021-05-02 06.00,20,110.25,-90.25,,,
2021-05-02 07.00,120,108.75,11.25,,,
2021-05-02 08.00,200,118.5,81.5,,,
2021-05-02 09.00,280,128.25,151.75,,,
2021-05-02 10.00,280,135.75,144.25,,,
2021-05-02 11.00,280,141,139,,,
2021-05-02 12.00,300,141,159,,,
2021-05-02 13.00,300,145.5,154.5,,,
2021-05-02 14.00,300,147,153,,,
2021-05-02 15.00,300,149.25,150.75,,,
2021-05-02 16.00,300,140.25,159.75,,,
2021-05-02 17.00,264,132.75,131.25,,,
2021-05-02 18.00,264,129.75,134.25,,,
2021-05-02 19.00,264,148.5,115.5,,,
2021-05-02 20.00,264,143.25,120.75,,,
2021-05-02 21.00,0,144,-144,,,
2021-05-02 22.00,0,144,-144,,,
2021-05-02 23.00,0,144.75,-144.75,,,
2021-05-03 00.00,0,144.75,-144.75,3303,3366,-63
2021-05-03 01.00,0,146.25,-146.25,,,
2021-05-03 02.00,0,145.5,-145.5,,,
2021-05-03 03.00,0,142.5,-142.5,,,
2021-05-03 04.00,0,138,-138,,,
2021-05-03 05.00,0,135,-135,,,
2021-05-03 06.00,0,126,-126,,,
2021-05-03 07.00,140,117.75,22.25,,,
2021-05-03 08.00,275,129,146,,,
2021-05-03 09.00,279,135,144,,,
2021-05-03 10.00,299,140.25,158.75,,,
2021-05-03 11.00,298,144,154,,,
2021-05-03 12.00,298,144.75,153.25,,,
2021-05-03 13.00,298,147,151,,,
2021-05-03 14.00,298,147.75,150.25,,,
2021-05-03 15.00,298,150,148,,,
2021-05-03 16.00,298,144,154,,,
2021-05-03 17.00,298,135,163,,,
2021-05-03 18.00,112,132,-20,,,
2021-05-03 19.00,112,150.75,-38.75,,,
2021-05-03 20.00,0,144.75,-144.75,,,
2021-05-03 21.00,0,142.5,-142.5,,,
2021-05-03 22.00,0,141,-141,,,
2021-05-03 23.00,0,142.5,-142.5,,,
2021-05-04 00.00,0,142.5,-142.5,3257,3321.75,-64.75
2021-05-04 01.00,0,144.75,-144.75,,,
2021-05-04 02.00,0,147,-147,,,
2021-05-04 03.00,0,144.75,-144.75,,,
2021-05-04 04.00,0,141,-141,,,
2021-05-04 05.00,0,136.5,-136.5,,,
2021-05-04 06.00,10,120,-110,,,
2021-05-04 07.00,150,119.25,30.75,,,
2021-05-04 08.00,250,127.5,122.5,,,
2021-05-04 09.00,300,132.75,167.25,,,
2021-05-04 10.00,300,138,162,,,
2021-05-04 11.00,300,142.5,157.5,,,
2021-05-04 12.00,300,138,162,,,
2021-05-04 13.00,300,139.5,160.5,,,
2021-05-04 14.00,300,142.5,157.5,,,
2021-05-04 15.00,300,147.75,152.25,,,
2021-05-04 16.00,300,138.75,161.25,,,
2021-05-04 17.00,152,127.5,24.5,,,
2021-05-04 18.00,120,129.75,-9.75,,,
2021-05-04 19.00,48,149.25,-101.25,,,
2021-05-04 20.00,48,143.25,-95.25,,,
2021-05-04 21.00,48,143.25,-95.25,,,
2021-05-04 22.00,31,142.5,-111.5,,,
2021-05-04 23.00,0,143.25,-143.25,,,
2021-05-05 00.00,0,144,-144,2976,3505.5,-529.5
2021-05-05 01.00,0,149.25,-149.25,,,
2021-05-05 02.00,0,148.5,-148.5,,,
2021-05-05 03.00,0,145.5,-145.5,,,
2021-05-05 04.00,0,140.25,-140.25,,,
2021-05-05 05.00,0,136.5,-136.5,,,
2021-05-05 06.00,6,112.5,-106.5,,,
2021-05-05 07.00,40,119.25,-79.25,,,
2021-05-05 08.00,300,130.5,169.5,,,
2021-05-05 09.00,300,141.75,158.25,,,
2021-05-05 10.00,300,150.75,149.25,,,
2021-05-05 11.00,300,153.75,146.25,,,
2021-05-05 12.00,300,153,147,,,
2021-05-05 13.00,300,153.75,146.25,,,
2021-05-05 14.00,300,155.25,144.75,,,
2021-05-05 15.00,300,158.25,141.75,,,
2021-05-05 16.00,300,152.25,147.75,,,
2021-05-05 17.00,190,144,46,,,
2021-05-05 18.00,40,138.75,-98.75,,,
2021-05-05 19.00,0,158.25,-158.25,,,
2021-05-05 20.00,0,153.75,-153.75,,,
2021-05-05 21.00,0,150.75,-150.75,,,
2021-05-05 22.00,0,158.25,-158.25,,,
2021-05-05 23.00,0,156.75,-156.75,,,
2021-05-06 00.00,0,156.75,-156.75,3319,3679.5,-360.5
2021-05-06 01.00,0,158.25,-158.25,,,
2021-05-06 02.00,0,156.75,-156.75,,,
2021-05-06 03.00,0,150.75,-150.75,,,
2021-05-06 04.00,0,144.75,-144.75,,,
2021-05-06 05.00,0,138,-138,,,
2021-05-06 06.00,20,118.5,-98.5,,,
2021-05-06 07.00,160,118.5,41.5,,,
2021-05-06 08.00,181,134.25,46.75,,,
2021-05-06 09.00,300,144,156,,,
2021-05-06 10.00,300,154.5,145.5,,,
2021-05-06 11.00,300,159,141,,,
2021-05-06 12.00,298,165,133,,,
2021-05-06 13.00,299,170.25,128.75,,,
2021-05-06 14.00,298,172.5,125.5,,,
2021-05-06 15.00,298,174.75,123.25,,,
2021-05-06 16.00,298,167.25,130.75,,,
2021-05-06 17.00,287,156,131,,,
2021-05-06 18.00,140,147,-7,,,
2021-05-06 19.00,140,163.5,-23.5,,,
2021-05-06 20.00,0,159,-159,,,
2021-05-06 21.00,0,155.25,-155.25,,,
2021-05-06 22.00,0,156.75,-156.75,,,
2021-05-06 23.00,0,158.25,-158.25,,,
2021-05-07 00.00,0,159,-159,3086,3711,-625
2021-05-07 01.00,0,158.25,-158.25,,,
2021-05-07 02.00,0,156,-156,,,
2021-05-07 03.00,0,151.5,-151.5,,,
2021-05-07 04.00,0,144.75,-144.75,,,
2021-05-07 05.00,0,139.5,-139.5,,,
2021-05-07 06.00,31,118.5,-87.5,,,
2021-05-07 07.00,120,120,0,,,
2021-05-07 08.00,240,135,105,,,
2021-05-07 09.00,300,144,156,,,
2021-05-07 10.00,300,153.75,146.25,,,
2021-05-07 11.00,300,164.25,135.75,,,
2021-05-07 12.00,300,167.25,132.75,,,
2021-05-07 13.00,300,171.75,128.25,,,
2021-05-07 14.00,300,173.25,126.75,,,
2021-05-07 15.00,300,172.5,127.5,,,
2021-05-07 16.00,300,167.25,132.75,,,
2021-05-07 17.00,225,160.5,64.5,,,
2021-05-07 18.00,70,152.25,-82.25,,,
2021-05-07 19.00,0,165.75,-165.75,,,
2021-05-07 20.00,0,159.75,-159.75,,,
2021-05-07 21.00,0,159,-159,,,
2021-05-07 22.00,0,156.75,-156.75,,,
2021-05-07 23.00,0,160.5,-160.5,,,
2021-05-08 00.00,0,161.25,-161.25,3235,3831,-596
2021-05-08 01.00,0,163.5,-163.5,,,
2021-05-08 02.00,0,161.25,-161.25,,,
2021-05-08 03.00,0,155.25,-155.25,,,
2021-05-08 04.00,0,149.25,-149.25,,,
2021-05-08 05.00,0,143.25,-143.25,,,
2021-05-08 06.00,40,129,-89,,,
2021-05-08 07.00,120,123.75,-3.75,,,
2021-05-08 08.00,240,138,102,,,
2021-05-08 09.00,300,148.5,151.5,,,
2021-05-08 10.00,300,159,141,,,
2021-05-08 11.00,300,168,132,,,
2021-05-08 12.00,300,171.75,128.25,,,
2021-05-08 13.00,300,177,123,,,
2021-05-08 14.00,300,178.5,121.5,,,
2021-05-08 15.00,300,179.25,120.75,,,
2021-05-08 16.00,300,172.5,127.5,,,
2021-05-08 17.00,300,166.5,133.5,,,
2021-05-08 18.00,100,157.5,-57.5,,,
2021-05-08 19.00,35,171,-136,,,
2021-05-08 20.00,0,165.75,-165.75,,,
2021-05-08 21.00,0,162.75,-162.75,,,
2021-05-08 22.00,0,162.75,-162.75,,,
2021-05-08 23.00,0,165.75,-165.75,,,
2021-05-09 00.00,0,168,-168,2768,4056,-1288
2021-05-09 01.00,0,168.75,-168.75,,,
2021-05-09 02.00,0,166.5,-166.5,,,
2021-05-09 03.00,0,166.5,-166.5,,,
2021-05-09 04.00,0,162,-162,,,
2021-05-09 05.00,0,159,-159,,,
2021-05-09 06.00,0,140.25,-140.25,,,
2021-05-09 07.00,80,139.5,-59.5,,,
2021-05-09 08.00,256,149.25,106.75,,,
2021-05-09 09.00,256,158.25,97.75,,,
2021-05-09 10.00,256,166.5,89.5,,,
2021-05-09 11.00,256,177,79,,,
2021-05-09 12.00,305,181.5,123.5,,,
2021-05-09 13.00,305,204.75,100.25,,,
2021-05-09 14.00,305,186,119,,,
2021-05-09 15.00,305,186,119,,,
2021-05-09 16.00,264,178.5,85.5,,,
2021-05-09 17.00,120,165.75,-45.75,,,
2021-05-09 18.00,60,159,-99,,,
2021-05-09 19.00,0,178.5,-178.5,,,
2021-05-09 20.00,0,174,-174,,,
2021-05-09 21.00,0,171.75,-171.75,,,
2021-05-09 22.00,0,173.25,-173.25,,,
2021-05-09 23.00,0,175.5,-175.5,,,
2021-05-10 00.00,0,177.75,-177.75,2952,3950.25,-998.25
2021-05-10 01.00,0,180,-180,,,
2021-05-10 02.00,0,178.5,-178.5,,,
2021-05-10 03.00,0,172.5,-172.5,,,
2021-05-10 04.00,0,167.25,-167.25,,,
2021-05-10 05.00,0,159,-159,,,
2021-05-10 06.00,0,142.5,-142.5,,,
2021-05-10 07.00,100,137.25,-37.25,,,
